x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,label
0.38314423,0.5285536,0.51359797,0.6359723,0.50562286,0.38066658,0.700927,0.72399926,0.6737459,0.3033688,0.7518885,0.7109153,0.74857616,0.25841904,0.7941791,0.596818,0.79276824,0.40685493,Stable
0.38314253,0.52855116,0.5135986,0.6359724,0.50562286,0.38066757,0.7009268,0.7239996,0.6737431,0.30336985,0.75188816,0.7109141,0.74857545,0.2584196,0.79417866,0.59681785,0.79276764,0.40685543,Stable
0.37760162,0.52617145,0.51388437,0.6385963,0.5045947,0.38123307,0.6992253,0.7263658,0.6758733,0.3035519,0.75010294,0.71367407,0.7487061,0.2618285,0.7926447,0.59827065,0.7926504,0.40786868,Stable
0.3763301,0.5314549,0.5093036,0.6402394,0.50519574,0.38002175,0.7012136,0.729861,0.67748606,0.30250442,0.7480837,0.70993423,0.7495775,0.26208377,0.7938013,0.60398793,0.79439664,0.40986407,Stable
0.3746227,0.53195757,0.5085061,0.6406088,0.5069835,0.3849817,0.69248164,0.72939146,0.67921543,0.30222765,0.7585938,0.7188113,0.7522837,0.26212725,0.7960744,0.6048135,0.7936479,0.41257584,Stable
0.37450323,0.53192985,0.50850075,0.640674,0.5069791,0.384989,0.6925265,0.7294415,0.6792914,0.30221105,0.75859606,0.718816,0.7523107,0.262116,0.7960717,0.6048966,0.7936493,0.41262066,Stable
0.3714347,0.5338856,0.5086072,0.6442348,0.5094324,0.3834886,0.6927283,0.73056686,0.67855066,0.30303872,0.75821424,0.7191706,0.7496867,0.26734263,0.7950625,0.6033423,0.79266256,0.4101426,Stable
0.37364933,0.53574616,0.5099412,0.64227605,0.5062647,0.3844038,0.68290704,0.72909015,0.6741833,0.30932438,0.74624723,0.7277579,0.7439194,0.274037,0.7940768,0.6051383,0.7903644,0.41116756,Stable
0.37231952,0.53753716,0.50657123,0.6461583,0.5081092,0.3856898,0.6810373,0.7323623,0.68596,0.3055636,0.74658287,0.73519796,0.7521288,0.26574454,0.7947628,0.6061914,0.7928219,0.4103789,Stable
0.37706333,0.54462963,0.50672543,0.6528042,0.5117972,0.3853291,0.68432426,0.73634934,0.70127505,0.29765263,0.7559399,0.7249379,0.75266075,0.26498032,0.79467124,0.60827005,0.793723,0.41097754,Stable
0.3764091,0.54416156,0.50875944,0.6504135,0.5117764,0.38529646,0.6842691,0.73626894,0.70144904,0.29753587,0.7559719,0.7252064,0.7527434,0.26488638,0.7946734,0.60826385,0.79378194,0.41095304,Stable
0.37491173,0.5482048,0.5055722,0.6521697,0.510303,0.38606834,0.6813822,0.7385048,0.69876754,0.29921678,0.7501411,0.72198546,0.75273216,0.26941332,0.79406464,0.6105305,0.7937188,0.41288644,Stable
0.3778417,0.5504999,0.5063065,0.6533642,0.510867,0.38621593,0.6806907,0.7399622,0.68989086,0.30607966,0.74452245,0.73470116,0.7496197,0.27477267,0.7963489,0.6107688,0.7957043,0.41616005,Stable
