x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,label
0.21942213,0.48093605,0.3191697,0.61719966,0.31909817,0.37668312,0.49977094,0.6538662,0.49263513,0.3000847,0.65901196,0.6204532,0.6407013,0.19941306,0.6276227,0.5553807,0.6233584,0.40165442,Stable
0.21940744,0.48091513,0.3191958,0.6171427,0.31908372,0.37671754,0.49982643,0.6539519,0.49243754,0.30018908,0.6590308,0.6203706,0.64054966,0.19947878,0.6274314,0.55525255,0.62328947,0.40185326,Stable
0.22139977,0.4808563,0.3181921,0.61611205,0.3179956,0.37561792,0.50156593,0.65281343,0.49291575,0.29984888,0.6652559,0.619835,0.6421025,0.1978623,0.6287536,0.55509144,0.62448114,0.4008317,Stable
0.22197324,0.4826138,0.31608373,0.61617833,0.3179908,0.37570524,0.50312805,0.64963305,0.49373943,0.29905546,0.66542786,0.6183164,0.64317346,0.19595042,0.6237004,0.5554064,0.6241042,0.401105,Stable
0.2210379,0.48255417,0.31718028,0.6141279,0.31872284,0.3762973,0.50458324,0.6498489,0.4946642,0.2981087,0.66690034,0.6168851,0.6437188,0.19673353,0.6283879,0.5546869,0.62821627,0.3990075,Stable
0.22103408,0.48284408,0.3169698,0.6139403,0.3187515,0.37660933,0.5045174,0.64965916,0.49446604,0.29823512,0.66686124,0.6171856,0.6437443,0.19665495,0.6282846,0.5544925,0.62801224,0.3992026,Stable
0.22112954,0.48289916,0.3167823,0.6124765,0.31927437,0.37657332,0.5047872,0.6499307,0.49517667,0.29783955,0.6669055,0.6171633,0.64369553,0.19554834,0.6304448,0.555405,0.6292824,0.39923066,Stable
0.2226489,0.48204765,0.3164492,0.61167544,0.3183313,0.3764466,0.50389314,0.64927995,0.49440908,0.29817095,0.67011714,0.61604,0.64361054,0.19582394,0.6242384,0.5546049,0.62797046,0.39936095,Stable
0.2211439,0.4823074,0.3147201,0.6101453,0.31752157,0.37495244,0.5020259,0.6499001,0.4944236,0.29827535,0.6607958,0.6175089,0.6428093,0.19536225,0.62279207,0.55453765,0.6271604,0.3991918,Stable
0.22426324,0.48318753,0.31540614,0.608618,0.3179916,0.37501353,0.502861,0.6500088,0.49389684,0.29870608,0.6688031,0.61560273,0.6426545,0.19699413,0.6248597,0.5534308,0.62901175,0.39822516,Stable
0.22393088,0.48371416,0.31525403,0.60859686,0.31762394,0.37495214,0.502702,0.6501704,0.49385095,0.29877037,0.669379,0.6158159,0.64250576,0.19622892,0.6244914,0.55356854,0.6285874,0.398188,Stable
0.22370407,0.48648986,0.31477582,0.6089443,0.31814787,0.3747875,0.50284374,0.6498718,0.49475747,0.2982808,0.67009425,0.615751,0.64324975,0.1959072,0.6246778,0.5543779,0.62892234,0.39719224,Stable
0.2242003,0.4881204,0.31445342,0.6087096,0.31936097,0.37356636,0.50110316,0.64970833,0.49597144,0.2971902,0.66113925,0.618464,0.6439009,0.19595936,0.6246737,0.5558894,0.6300663,0.39832038,Stable
0.22066739,0.48383492,0.31436524,0.6073985,0.3162675,0.3749652,0.50067323,0.6493779,0.495666,0.2972902,0.66103804,0.6179353,0.6444201,0.19650088,0.6278546,0.55352235,0.6294402,0.39661333,Stable
0.21743363,0.48287272,0.31633234,0.607813,0.31767777,0.37425864,0.5004799,0.6497301,0.49517018,0.29783514,0.65969336,0.61883557,0.64348966,0.19718646,0.62755996,0.553375,0.629125,0.39529154,Stable
0.2175242,0.48271358,0.3162647,0.6077954,0.31758282,0.37424347,0.5003544,0.649684,0.49528345,0.29772425,0.65942675,0.619006,0.6434413,0.19729501,0.6273832,0.5534218,0.62907195,0.39536345,Stable
0.21766844,0.480366,0.31524575,0.6069441,0.32102495,0.37364054,0.50337577,0.6502198,0.49655193,0.29657766,0.6585944,0.622295,0.64146286,0.19982061,0.6284633,0.55183804,0.6291919,0.39647505,Stable
0.21988627,0.47980806,0.3143196,0.6068345,0.3191505,0.37426907,0.5019365,0.65165937,0.49518153,0.29725322,0.66010475,0.62363493,0.641671,0.19757247,0.6293479,0.5541452,0.6290417,0.39670882,Stable
0.21875118,0.47965306,0.31824675,0.6087399,0.31829035,0.37415153,0.5046711,0.6540215,0.49268985,0.29925832,0.66074896,0.62303144,0.6437062,0.19998907,0.630411,0.5538199,0.63118577,0.3970922,Stable
0.22404283,0.48087662,0.3179549,0.6088299,0.31909904,0.37065423,0.502456,0.65321434,0.49216172,0.29873696,0.6607262,0.62325096,0.64348006,0.20015472,0.63011897,0.55473405,0.62982416,0.39682013,Stable
0.22389925,0.48057744,0.31796026,0.60847354,0.31906855,0.37084955,0.5026847,0.65325606,0.4922423,0.29869804,0.66061103,0.6234149,0.64365935,0.20005837,0.6303264,0.55470324,0.62994576,0.39679167,Stable
0.22424772,0.48004708,0.3184914,0.60985625,0.31935555,0.37141174,0.5008586,0.6521515,0.4941855,0.29932827,0.65925014,0.62322515,0.6430061,0.19984865,0.6301949,0.554574,0.6305308,0.3972306,Stable
0.22352932,0.48060676,0.31801122,0.6092757,0.31672344,0.37104034,0.50035197,0.65108407,0.49543607,0.2972908,0.6583052,0.62172973,0.64311564,0.20013526,0.62907165,0.5540299,0.6291207,0.39743853,Stable
0.2212212,0.4816079,0.3175648,0.60686815,0.31595525,0.3723507,0.50227666,0.6493311,0.4945596,0.29726368,0.6594087,0.6215695,0.64263,0.1990575,0.6246755,0.5538806,0.6229564,0.39954442,Stable
0.21840112,0.48008713,0.31892318,0.6075728,0.31624758,0.3726468,0.5042873,0.6499003,0.49589953,0.29596615,0.6597424,0.6213642,0.64371634,0.19797848,0.62559426,0.55350536,0.6231479,0.39927706,Stable
0.21840477,0.4800763,0.3189779,0.6077227,0.316644,0.3724236,0.5047456,0.650048,0.4966837,0.29539782,0.6598871,0.62126863,0.6444341,0.1978219,0.6258315,0.55371165,0.6268933,0.39852616,Stable
0.21773285,0.48598605,0.31854945,0.6092205,0.31806254,0.37295327,0.5036479,0.6500683,0.49597418,0.29597592,0.6610675,0.62138236,0.6429533,0.19796352,0.6254208,0.55410194,0.6274744,0.39998674,Stable
0.21914235,0.48504883,0.319839,0.6104527,0.31916016,0.37355813,0.5027976,0.65177953,0.4952349,0.29671678,0.66071093,0.6218344,0.6425674,0.19803523,0.6259581,0.55473685,0.6280447,0.40089732,Stable
0.22047544,0.49103814,0.3198547,0.609246,0.3213644,0.37109777,0.50467,0.65067106,0.49703333,0.29543468,0.6611197,0.6207194,0.64272016,0.1975449,0.62536144,0.55254406,0.62430525,0.39997494,Stable
0.2193119,0.4928052,0.3174373,0.6057387,0.32051826,0.37234437,0.5012508,0.65196604,0.49889308,0.29406205,0.6603199,0.61843705,0.64517576,0.19706409,0.6263981,0.55399394,0.6244187,0.40028954,Stable
0.219344,0.49290928,0.31752405,0.60572183,0.32067794,0.37219006,0.50146365,0.6520963,0.4990445,0.29400626,0.66020316,0.6183237,0.64525616,0.19690096,0.62645364,0.55385804,0.62461966,0.40017325,Stable
0.21829757,0.49966764,0.3187867,0.61136746,0.32122347,0.374829,0.5032112,0.6548505,0.49811167,0.29476196,0.6621193,0.61501205,0.64490044,0.19561474,0.62899446,0.5508715,0.6244637,0.39735663,Stable
0.21414082,0.50083375,0.31735194,0.6087579,0.32195228,0.37356994,0.5004622,0.6558598,0.49978325,0.2937074,0.660639,0.6168442,0.64570326,0.19665919,0.62756705,0.5487016,0.6275672,0.39734814,Stable
0.21345463,0.49540016,0.3176972,0.6076615,0.32131112,0.37296963,0.50174505,0.6537669,0.49989098,0.2936312,0.65937185,0.61506677,0.645821,0.19621792,0.6272258,0.54870325,0.6239552,0.39702803,Stable
0.21385162,0.5054957,0.31494623,0.6044807,0.3212992,0.3744064,0.50044185,0.65027416,0.498687,0.29442447,0.65959823,0.6170642,0.64577293,0.19666588,0.6255422,0.54958487,0.62241477,0.39865553,Stable
0.21476083,0.506372,0.31480584,0.6044396,0.3213347,0.37428617,0.5004176,0.6500351,0.49870694,0.29437327,0.6595117,0.6171421,0.6460216,0.19668673,0.62551385,0.5493029,0.622418,0.3986231,Stable
0.21536659,0.49463642,0.31192958,0.6044582,0.3195367,0.37295663,0.50003844,0.6505328,0.49375853,0.2984696,0.65684515,0.61758614,0.64249617,0.20128739,0.62511814,0.5515329,0.6220271,0.4000857,Stable
0.2214399,0.51205754,0.31304753,0.6047747,0.31966558,0.37342164,0.50219005,0.6535605,0.4937843,0.29841125,0.6562872,0.6176208,0.64223915,0.20144385,0.62521476,0.5482926,0.62225544,0.39899015,Stable
0.2181875,0.5065208,0.312463,0.6057771,0.3196777,0.37284857,0.50033003,0.6523762,0.49780113,0.2954864,0.65842974,0.617662,0.6432439,0.19896147,0.62583363,0.5494752,0.6230096,0.39851493,Stable
0.21977621,0.5052442,0.31129175,0.6067484,0.3209086,0.37216544,0.49904096,0.65468204,0.49714327,0.29620272,0.6606933,0.61804,0.64270824,0.19948004,0.6264639,0.55027914,0.6210972,0.3990657,Stable
0.21973646,0.5046316,0.31122342,0.60686123,0.32095087,0.37218577,0.4991736,0.65480494,0.49719542,0.29616338,0.6605121,0.61768174,0.64256305,0.19980846,0.6264779,0.55081344,0.6211859,0.3992569,Stable
0.21637961,0.5029833,0.31537968,0.60526526,0.32038176,0.37240896,0.50322694,0.6555972,0.4962246,0.29650003,0.6606604,0.61945057,0.6409786,0.20348921,0.62825465,0.5497938,0.6220449,0.39942825,Stable
0.21382444,0.4947191,0.31535634,0.6041028,0.3221567,0.37044105,0.5030817,0.6507081,0.49790153,0.29808465,0.6602713,0.61795664,0.6414365,0.20050006,0.6307741,0.5500196,0.6284696,0.39650172,Stable
