x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,label
0.22445685,0.53469384,0.40387082,0.69906515,0.36570784,0.40283167,0.6618856,0.7424299,0.5804266,0.33174914,0.7509935,0.74064684,0.72721356,0.21877848,0.7451672,0.6198796,0.7296077,0.4153622,Stable
0.22445685,0.53469384,0.40387082,0.69906515,0.36570784,0.40283167,0.6618856,0.7424299,0.5804266,0.33174914,0.7509935,0.74064684,0.72721356,0.21877848,0.7451672,0.6198796,0.7296077,0.4153622,Stable
0.2272194,0.5333544,0.40092835,0.69734997,0.36440274,0.40282488,0.6573189,0.7436813,0.577267,0.334589,0.7528112,0.7432665,0.7222716,0.22066884,0.7442229,0.6194008,0.7291924,0.41606754,Stable
0.22676717,0.5358637,0.403691,0.6979493,0.36223477,0.4046038,0.65701914,0.7484735,0.58373463,0.33270797,0.7587053,0.7425847,0.7385769,0.21467857,0.7476373,0.6193731,0.7326485,0.41568038,Stable
0.22736512,0.5376178,0.4062919,0.69820404,0.3629112,0.4041843,0.66118777,0.74696946,0.58088434,0.33551535,0.75201356,0.737731,0.7322337,0.21741275,0.74729717,0.61875355,0.7324023,0.41618568,Stable
0.22520897,0.5374531,0.40682632,0.70058584,0.3660547,0.4022015,0.66223127,0.74884844,0.5823648,0.3321045,0.7492491,0.7374675,0.72517705,0.21916679,0.74618435,0.62153566,0.72934616,0.4174505,Stable
0.22521737,0.53744304,0.40682888,0.7006098,0.3660731,0.4022087,0.6622211,0.7488503,0.582356,0.33210477,0.74927235,0.737488,0.725181,0.21917145,0.7461841,0.6215606,0.7293359,0.41746747,Stable
0.21857356,0.5408839,0.4010118,0.70035374,0.36675128,0.40255544,0.66027665,0.7500843,0.57641506,0.33250362,0.7547521,0.7407663,0.7298924,0.21446878,0.74686897,0.6220212,0.73059213,0.41841513,Stable
0.21627948,0.5410862,0.40028834,0.70190066,0.36184686,0.4037313,0.66608036,0.7459078,0.5780225,0.3324679,0.7659941,0.7358617,0.7233077,0.2181218,0.749618,0.62264144,0.7298565,0.4164154,Stable
0.21086216,0.54176456,0.39789796,0.70348346,0.35872266,0.40591407,0.6619996,0.7491109,0.5774764,0.33215874,0.7591219,0.7398962,0.7250049,0.2183179,0.7468361,0.6240028,0.7286953,0.41907698,Stable
0.21133876,0.5438694,0.3970443,0.7022618,0.35468507,0.40383607,0.661464,0.7481789,0.5724206,0.33256918,0.7602505,0.7405114,0.7215682,0.22030586,0.7476425,0.62210256,0.72922367,0.4144194,Stable
0.21093987,0.5437503,0.39706323,0.70232433,0.3548145,0.40383208,0.66137826,0.7481787,0.57242167,0.33258638,0.75972605,0.74087614,0.72159076,0.22023676,0.74760675,0.62218523,0.72925466,0.41448504,Stable
0.2183654,0.5464213,0.39567596,0.7026276,0.35472083,0.40377805,0.66182274,0.7493347,0.57795143,0.33213627,0.76143837,0.7376809,0.72485805,0.21696876,0.7493849,0.62206656,0.72995305,0.41520786,Stable
0.21083258,0.5448194,0.40087745,0.7024204,0.3573246,0.40239927,0.6670151,0.7462826,0.5777265,0.33253258,0.7555404,0.73663825,0.72523737,0.2179969,0.7453036,0.62192535,0.7262143,0.41644484,Stable
0.2174662,0.54651684,0.39406097,0.70108867,0.359542,0.40391454,0.66214573,0.745526,0.57300603,0.33650193,0.7551829,0.7436538,0.7234837,0.22041456,0.7448014,0.62259424,0.7250422,0.41629004,Stable
0.21067983,0.54268986,0.3968705,0.7048175,0.3603885,0.4020902,0.65742445,0.747756,0.5838383,0.3297737,0.7611997,0.74618554,0.72476363,0.2171254,0.74713016,0.62155664,0.7313057,0.41453856,Stable
0.21067433,0.54265547,0.3969236,0.70474935,0.3603906,0.40195388,0.6573771,0.74764293,0.58390796,0.32968086,0.7612498,0.7462187,0.7247549,0.21696207,0.74717,0.6216972,0.7312705,0.41461658,Stable
0.21136177,0.5454,0.3955439,0.7037055,0.36538047,0.39886343,0.65695584,0.7486445,0.58351636,0.33019543,0.7555717,0.738117,0.72291887,0.21683767,0.7469381,0.62106353,0.73024654,0.4147327,Stable
0.21551105,0.5420461,0.39296207,0.7054729,0.36453995,0.3992189,0.65299237,0.7489764,0.58252096,0.3316752,0.7576462,0.74641454,0.72610754,0.21762148,0.74351496,0.6185498,0.7277729,0.4149444,Stable
0.22053795,0.5392311,0.39355278,0.70252395,0.36452016,0.39922473,0.65342057,0.7487394,0.58259106,0.33367103,0.76381814,0.74434614,0.7283997,0.21726942,0.7448447,0.6178683,0.7295226,0.41573057,Stable
0.21594982,0.5359825,0.39047348,0.69477034,0.36255568,0.39951408,0.65896106,0.74502647,0.5868717,0.33092538,0.7628059,0.74115527,0.7334155,0.21550003,0.7444219,0.6170508,0.7287308,0.41381702,Stable
0.21597332,0.5359839,0.39055467,0.6947977,0.3625481,0.3995127,0.6589924,0.7450604,0.58688074,0.33094177,0.7628057,0.741023,0.7334527,0.21550289,0.74442923,0.61705166,0.7287296,0.41380334,Stable
0.21379471,0.5379477,0.38743478,0.69433534,0.36333895,0.4004589,0.6573947,0.7432842,0.5828655,0.33169544,0.7589532,0.7298566,0.7337615,0.21795428,0.7462089,0.61678314,0.72918886,0.41416427,Stable
