x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,label
0.2390337,0.56487644,0.40727866,0.6632838,0.34138903,0.36510384,0.68033564,0.69441247,0.54891735,0.25576296,0.73835206,0.39496374,0.6837454,0.26022285,0.75128555,0.55103064,0.7395278,0.33365628,Stable
0.24235669,0.5650221,0.4058945,0.66263384,0.34089094,0.36523473,0.67948174,0.694783,0.5481956,0.25617796,0.7387168,0.39668578,0.6830842,0.25914246,0.75076044,0.55912524,0.740003,0.33382565,Stable
0.23752007,0.56032956,0.40461755,0.6634909,0.34125513,0.36508816,0.6806148,0.6942655,0.54971576,0.25613093,0.7399429,0.3942358,0.685562,0.26383346,0.75328887,0.5512333,0.74051136,0.33247375,Stable
0.24143913,0.55897933,0.40384647,0.66270506,0.3421695,0.36458814,0.68180203,0.694057,0.5516086,0.25561187,0.739021,0.39388043,0.6856158,0.26266527,0.75202847,0.551325,0.7394244,0.33230793,Stable
0.24037859,0.5515738,0.40628,0.6620984,0.34162062,0.36410475,0.6815839,0.69351315,0.5492619,0.25749698,0.7369923,0.38942942,0.6849026,0.2634766,0.75047076,0.5576651,0.73856187,0.34162515,Stable
0.23316905,0.5330398,0.4077197,0.66138333,0.34282538,0.36368185,0.68144274,0.6929478,0.55001026,0.257238,0.7370453,0.39126104,0.6839289,0.26318264,0.75051516,0.5569431,0.7395253,0.33982766,Stable
0.23240733,0.51571167,0.40647626,0.6603122,0.34253606,0.36499986,0.6796257,0.69216156,0.54999006,0.25701323,0.7371687,0.39231956,0.6832175,0.2637331,0.74975014,0.55856055,0.73945206,0.3415007,Stable
0.22232448,0.49980825,0.4079278,0.6598034,0.34137398,0.3644608,0.68000317,0.6920149,0.5480768,0.2572813,0.7373368,0.39483294,0.682723,0.26359856,0.7497566,0.55651826,0.7380606,0.3416537,Stable
0.22411439,0.49620923,0.41046494,0.6599921,0.33999127,0.36528313,0.68115234,0.692479,0.54809916,0.25787187,0.7302749,0.40103704,0.6838956,0.2625193,0.7477151,0.55845165,0.73710126,0.34426486,Stable
0.22191285,0.4836145,0.4102496,0.6626203,0.33845943,0.36976004,0.6820294,0.69183075,0.54187375,0.25837094,0.72773385,0.40567598,0.68102026,0.2633686,0.7496486,0.5547227,0.7382058,0.34114558,Stable
0.22655043,0.48581836,0.4121612,0.6638001,0.3358516,0.37101912,0.68393695,0.6913359,0.5380392,0.25988978,0.7285351,0.41090482,0.6804396,0.2630221,0.7483096,0.5521918,0.73672026,0.34045535,Stable
0.22721449,0.47814602,0.41196084,0.66466427,0.33628833,0.37273535,0.6846825,0.69117,0.53618145,0.2604662,0.7289383,0.410601,0.6806051,0.2634858,0.74711007,0.5540593,0.7366456,0.34239802,Stable
0.22008532,0.47570178,0.4130342,0.6642077,0.3367641,0.3719096,0.68524784,0.6905495,0.53799576,0.2599822,0.7300195,0.4109425,0.6817159,0.26406878,0.74856746,0.55299664,0.7376482,0.34039468,Stable
0.21859202,0.4812227,0.4137641,0.66524243,0.333862,0.37279543,0.6850673,0.68985385,0.53480446,0.25996202,0.72993505,0.4127406,0.6817185,0.2635005,0.74692714,0.55304503,0.7359538,0.34175164,Stable
0.22134513,0.47778246,0.41365713,0.6657459,0.33176714,0.37203658,0.68613625,0.69084287,0.5348393,0.2602461,0.72995377,0.41082656,0.68058795,0.26245838,0.74754566,0.5521495,0.7355763,0.34713137,Stable
0.21490306,0.44994387,0.41224572,0.66370904,0.3352347,0.3733246,0.6855993,0.69032073,0.53908795,0.25996575,0.73093146,0.41134462,0.68122506,0.2624246,0.74878883,0.5546223,0.7371771,0.34729654,Stable
0.21750043,0.43277878,0.41586062,0.6661092,0.33595192,0.37589917,0.6883074,0.6898639,0.54203415,0.26036966,0.7315464,0.40986404,0.6823951,0.26095253,0.75002,0.5511261,0.7375395,0.34490508,Stable
0.21667278,0.4296952,0.41514528,0.6681491,0.33488736,0.37857723,0.687516,0.6906592,0.5369794,0.25801435,0.7324964,0.40739962,0.6769988,0.2572755,0.7538899,0.5439571,0.74010825,0.3386327,Stable
0.21926594,0.42809945,0.41468498,0.66617227,0.3370466,0.37903184,0.6877483,0.6915035,0.53663456,0.25837916,0.7324829,0.40717596,0.677824,0.25647044,0.75278556,0.553919,0.74067307,0.33894548,Stable
