x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,label
0.3089752,0.8859707,0.43758756,0.8868737,0.3628579,0.6442802,0.6432135,0.9030386,0.56128055,0.53119206,0.7659115,0.9138156,0.74414897,0.44336995,0.7393757,0.7361156,0.69469345,0.57506764,Stable
0.30707625,0.8845233,0.44708452,0.88427234,0.36872184,0.62668514,0.6684363,0.8951055,0.57405543,0.51841855,0.7683169,0.90916836,0.7634048,0.5076933,0.7449275,0.7325349,0.71150887,0.55433124,Stable
0.30852762,0.88114667,0.44230044,0.882796,0.3643417,0.6233325,0.6708919,0.89071846,0.58050615,0.51071995,0.77210325,0.9058427,0.7663807,0.5076588,0.7446176,0.7333913,0.71030295,0.55317366,Stable
0.30874187,0.87611485,0.43034467,0.8736316,0.35702848,0.6157911,0.67174673,0.89001936,0.5738379,0.5142754,0.77536607,0.91044366,0.7404692,0.4555504,0.74514365,0.72307485,0.6966347,0.5544131,Stable
0.30399057,0.8759724,0.4299909,0.86669827,0.35774386,0.6160964,0.6615693,0.8810642,0.57698584,0.5070108,0.7701031,0.9047415,0.766216,0.5210583,0.739189,0.7349372,0.6928057,0.5667127,Stable
0.3100033,0.8742552,0.4308816,0.8679292,0.3615875,0.6123285,0.67151517,0.8812288,0.5616965,0.51024306,0.7670245,0.91025066,0.73479414,0.5064261,0.747354,0.7365638,0.71195555,0.55010295,Stable
0.31118268,0.86268175,0.43835932,0.8579516,0.35397094,0.61076736,0.72601813,0.88103145,0.5653625,0.49435455,0.7704176,0.9073423,0.71489036,0.43466148,0.7463593,0.71964186,0.6967072,0.54823005,Stable
0.3103,0.85585165,0.44346327,0.8459909,0.35530663,0.6086384,0.72204965,0.87609553,0.564827,0.48380196,0.77435344,0.90411705,0.7221532,0.4165741,0.7579426,0.7185589,0.7028689,0.5310429,Stable
0.3080787,0.856272,0.44724935,0.83834565,0.34868068,0.60903895,0.72097826,0.8734266,0.5499593,0.49126232,0.77257824,0.8952389,0.7116426,0.41188908,0.7451178,0.7147524,0.6921157,0.5345993,Stable
0.3069585,0.8505938,0.44058248,0.8405017,0.34875974,0.6011636,0.6908517,0.86622375,0.5490064,0.4950857,0.77629495,0.90026325,0.7056762,0.40959057,0.7552964,0.7357201,0.69665253,0.5512141,Stable
0.3040905,0.8514289,0.43946505,0.8399956,0.34736806,0.605898,0.6616651,0.8671105,0.5478309,0.49396402,0.77194494,0.90219945,0.6972279,0.42411608,0.753298,0.73819494,0.69958556,0.5653895,Stable
0.30485398,0.85347307,0.43613434,0.8459119,0.34855768,0.60922897,0.7179154,0.8793938,0.55133504,0.49412745,0.7733772,0.8991837,0.7093417,0.4222594,0.7468431,0.7207765,0.6951586,0.5506457,Stable
0.30643132,0.85822004,0.4399119,0.85327667,0.3485121,0.61014324,0.6678259,0.86819816,0.5562891,0.4986188,0.77354026,0.90177274,0.7237468,0.4214203,0.7494353,0.7351936,0.6951958,0.55386317,Stable
0.30327773,0.86225975,0.44368374,0.8519753,0.34476215,0.6112626,0.6698818,0.8718091,0.55311465,0.5016259,0.7690424,0.8965994,0.709176,0.42128155,0.7399738,0.72223437,0.6746243,0.5517823,Stable
0.30714667,0.8620057,0.4402127,0.8513307,0.35369956,0.6083594,0.7247927,0.8787888,0.5668664,0.4947847,0.77319527,0.89943516,0.73716736,0.41813728,0.7488534,0.7365877,0.6999146,0.56686866,Stable
0.3097141,0.85932297,0.44784194,0.8575909,0.35464048,0.6095898,0.73733246,0.8812501,0.56337655,0.4929528,0.770863,0.8934065,0.73966765,0.41485286,0.7463857,0.7192058,0.6958039,0.55064464,Stable
0.30908236,0.85637224,0.44914407,0.8561225,0.35293886,0.60785544,0.7310316,0.8793682,0.565732,0.49316168,0.7739066,0.89233506,0.74223375,0.43225822,0.7539968,0.73562574,0.7011601,0.55071914,Stable
