x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,label
0.20357613,0.64792013,0.30583754,0.8686731,0.2775292,0.46081984,0.64241374,0.9065198,0.5670459,0.33475524,0.7572705,0.8477602,0.74084103,0.16570425,0.7815571,0.7663332,0.7783457,0.4756171,Stable
0.19763754,0.6688738,0.31488463,0.8790819,0.279997,0.47076532,0.64925504,0.91213536,0.54672396,0.34080827,0.7521066,0.8418577,0.73010004,0.16983227,0.78432775,0.7811508,0.7781018,0.4932842,Stable
0.20378731,0.6765883,0.32089734,0.883693,0.27720195,0.48870063,0.64148873,0.9148371,0.54900897,0.34539443,0.76594603,0.84544075,0.7269773,0.17759183,0.7798016,0.7812563,0.7809912,0.4952129,Stable
0.19913018,0.67423534,0.3082984,0.88210833,0.2723869,0.48254538,0.6466323,0.9132494,0.5530414,0.34469482,0.7603287,0.8435382,0.7423875,0.16556463,0.7839427,0.78885645,0.78309894,0.506973,Stable
0.22343695,0.65764695,0.29944518,0.8742068,0.27346918,0.45767176,0.6206341,0.91581964,0.5550227,0.330784,0.7586347,0.8425133,0.7426896,0.16199853,0.77905047,0.7785396,0.7837252,0.49420592,Stable
0.21373144,0.6475216,0.2982615,0.86903405,0.2764761,0.44180343,0.6456352,0.91135585,0.5629854,0.3283614,0.75769603,0.81748503,0.7461209,0.15660003,0.7797643,0.7781295,0.78645265,0.48817393,Stable
0.22239557,0.6523661,0.286013,0.8634865,0.2706538,0.43707284,0.59911335,0.91329837,0.5532795,0.32561928,0.7451099,0.8478448,0.7246775,0.17781565,0.76951045,0.78054994,0.7785747,0.49593922,Stable
0.21240455,0.64838547,0.28573796,0.860196,0.2670934,0.4217449,0.63148844,0.91397667,0.57525665,0.3188424,0.7586616,0.8315088,0.7634265,0.14366758,0.78404975,0.77615404,0.7908977,0.4794911,Stable
0.22945873,0.62215847,0.2792811,0.8424386,0.25476137,0.40059203,0.61669123,0.90724504,0.5562257,0.32258707,0.7695401,0.79912585,0.7137847,0.16982608,0.77425325,0.77142847,0.7837107,0.47507998,Stable
0.24448803,0.6114247,0.26593247,0.8265166,0.24353042,0.39941412,0.6000105,0.9009201,0.5447906,0.31049085,0.74995935,0.83121055,0.740792,0.15426452,0.7661736,0.7673228,0.775078,0.4690945,Stable
